"data_zone"	"intermediate_zone"	"council_area"	"health_board"	"pct_school_attend"	"alcohol"	"population"	"working_population"	"pct_income_deprived"	"pct_employment_deprived"	"illness"	"mortality"	"drugs"	"pct_depress"	"pct_low_bw"	"hosp_emerg"	"noquals"	"crime"	"pct_no_heating"	"simd_2016_quintile"	"urban"
"5443"	"S01011948"	"Gannochy and Walnut Grove"	"Perth and Kinross"	"Tayside"	94	53	1173	643	11	14	100	95	64	19	4	108	75	146	2	3	1
"5444"	"S01011949"	"Scone"	"Perth and Kinross"	"Tayside"	94	17	810	370	2	4	40	69	59	13	0	83	43	50	1	5	0
"5445"	"S01011950"	"Scone"	"Perth and Kinross"	"Tayside"	89	20	743	355	6	5	80	122	0	20	10	94	59	NA	1	4	0
"5446"	"S01011951"	"Scone"	"Perth and Kinross"	"Tayside"	92	30	647	354	7	7	55	74	0	13	0	95	67	78	1	4	0
"5447"	"S01011952"	"Scone"	"Perth and Kinross"	"Tayside"	93	51	575	323	5	6	75	32	0	7	0	74	28	NA	1	5	0
"5448"	"S01011953"	"Scone"	"Perth and Kinross"	"Tayside"	91	6	777	449	5	3	45	54	0	13	0	81	45	65	1	5	0
"5449"	"S01011954"	"Scone"	"Perth and Kinross"	"Tayside"	91	90	485	277	13	14	175	82	0	17	6	127	96	311	0	2	0
"5450"	"S01011955"	"Scone"	"Perth and Kinross"	"Tayside"	85	35	965	554	9	10	75	86	39	18	4	99	77	167	3	3	0
"5451"	"S01011956"	"Guildtown, Balbeggie and St Madoes"	"Perth and Kinross"	"Tayside"	93	110	1024	609	3	3	45	56	0	12	3	77	45	29	1	5	0
"5452"	"S01011957"	"Guildtown, Balbeggie and St Madoes"	"Perth and Kinross"	"Tayside"	83	13	1052	781	4	4	55	89	23	10	4	77	70	57	5	4	0
"5453"	"S01011958"	"Guildtown, Balbeggie and St Madoes"	"Perth and Kinross"	"Tayside"	86	29	1108	664	5	4	55	69	31	15	3	91	61	55	1	4	0
"5454"	"S01011959"	"Guildtown, Balbeggie and St Madoes"	"Perth and Kinross"	"Tayside"	91	25	860	534	8	10	100	67	0	15	0	92	74	234	4	3	0
"5455"	"S01011960"	"Errol and Inchture"	"Perth and Kinross"	"Tayside"	94	5	973	612	3	4	45	66	29	13	5	76	44	134	2	4	0
"5456"	"S01011961"	"Errol and Inchture"	"Perth and Kinross"	"Tayside"	85	26	811	504	5	5	70	67	36	13	4	80	66	50	1	4	0
"5457"	"S01011962"	"Errol and Inchture"	"Perth and Kinross"	"Tayside"	85	26	733	443	3	4	45	42	0	10	0	70	34	124	1	4	0
"5458"	"S01011963"	"Errol and Inchture"	"Perth and Kinross"	"Tayside"	87	0	595	347	9	4	75	90	49	15	0	68	89	85	1	3	0
"5459"	"S01011964"	"Errol and Inchture"	"Perth and Kinross"	"Tayside"	85	39	991	638	6	7	65	87	0	17	8	78	56	162	3	3	0
"5460"	"S01011965"	"Invergowrie, Longforgan and Abernyte"	"Perth and Kinross"	"Tayside"	85	60	763	420	7	4	60	72	0	20	10	81	66	79	1	4	1
"5461"	"S01011966"	"Invergowrie, Longforgan and Abernyte"	"Perth and Kinross"	"Tayside"	88	22	823	471	4	5	55	76	41	16	0	84	60	159	3	4	0
"5462"	"S01011967"	"Invergowrie, Longforgan and Abernyte"	"Perth and Kinross"	"Tayside"	91	24	1209	839	4	3	50	52	40	10	3	63	71	125	2	4	0
"5463"	"S01011968"	"Invergowrie, Longforgan and Abernyte"	"Perth and Kinross"	"Tayside"	90	30	990	613	5	5	70	68	0	16	7	76	54	61	4	5	1
"5464"	"S01011969"	"Coupar Angus and Meigle"	"Perth and Kinross"	"Tayside"	83	58	1023	584	11	11	95	74	32	19	8	82	122	98	2	3	0
"5465"	"S01011970"	"Coupar Angus and Meigle"	"Perth and Kinross"	"Tayside"	73	71	952	620	17	14	135	116	146	17	15	85	146	275	3	2	0
"5466"	"S01011971"	"Coupar Angus and Meigle"	"Perth and Kinross"	"Tayside"	86	42	578	321	6	6	75	63	0	13	6	78	54	70	1	4	0
"5467"	"S01011972"	"Coupar Angus and Meigle"	"Perth and Kinross"	"Tayside"	86	57	1149	706	5	5	65	59	0	16	8	74	72	96	4	4	0
"5468"	"S01011973"	"Coupar Angus and Meigle"	"Perth and Kinross"	"Tayside"	81	0	608	363	7	4	60	103	0	15	6	57	68	50	2	4	0
"5469"	"S01011974"	"Coupar Angus and Meigle"	"Perth and Kinross"	"Tayside"	87	10	997	658	5	4	60	104	0	11	0	81	65	71	3	4	0
"5470"	"S01011975"	"Alyth"	"Perth and Kinross"	"Tayside"	77	10	434	249	5	5	70	63	0	15	0	79	81	70	2	4	0
"5471"	"S01011976"	"Alyth"	"Perth and Kinross"	"Tayside"	77	42	757	432	8	6	65	56	0	15	6	74	71	160	2	4	0
"5472"	"S01011977"	"Alyth"	"Perth and Kinross"	"Tayside"	77	58	1088	640	12	11	90	65	30	15	3	80	77	130	3	3	0
"5473"	"S01011978"	"Alyth"	"Perth and Kinross"	"Tayside"	74	78	753	402	12	11	90	82	0	19	4	76	108	214	0	3	0
"5474"	"S01011979"	"Blair Atholl, Strathardle and Glenshee"	"Perth and Kinross"	"Tayside"	90	9	1001	562	3	3	60	132	0	14	7	69	56	80	2	4	0
"5475"	"S01011980"	"Blair Atholl, Strathardle and Glenshee"	"Perth and Kinross"	"Tayside"	81	11	419	267	8	6	50	124	0	12	0	69	60	192	3	3	0
"5476"	"S01011981"	"Blair Atholl, Strathardle and Glenshee"	"Perth and Kinross"	"Tayside"	79	24	945	631	5	6	60	72	0	13	4	66	89	138	6	3	0
"5477"	"S01011982"	"Blair Atholl, Strathardle and Glenshee"	"Perth and Kinross"	"Tayside"	86	23	918	564	5	5	55	70	0	13	0	65	70	44	4	3	0
"5478"	"S01011983"	"Blair Atholl, Strathardle and Glenshee"	"Perth and Kinross"	"Tayside"	84	28	744	418	7	5	50	81	52	15	8	69	65	162	4	4	0
"5479"	"S01011984"	"Blairgowrie East (Rattray)"	"Perth and Kinross"	"Tayside"	66	97	711	418	24	19	150	101	0	20	0	109	164	198	1	1	0
"5480"	"S01011985"	"Blairgowrie East (Rattray)"	"Perth and Kinross"	"Tayside"	83	7	719	434	8	6	85	152	0	15	0	65	86	112	3	4	0
"5481"	"S01011986"	"Blairgowrie East (Rattray)"	"Perth and Kinross"	"Tayside"	55	65	607	376	30	25	180	116	0	21	9	104	179	332	1	1	0
"5482"	"S01011987"	"Blairgowrie East (Rattray)"	"Perth and Kinross"	"Tayside"	79	42	945	545	13	11	95	72	106	16	0	78	102	128	1	3	0
"5483"	"S01011988"	"Blairgowrie West"	"Perth and Kinross"	"Tayside"	90	13	653	351	7	7	90	95	0	17	6	67	85	NA	1	4	0
"5484"	"S01011989"	"Blairgowrie West"	"Perth and Kinross"	"Tayside"	83	33	855	491	6	6	60	62	41	16	10	65	74	47	0	4	0
"5485"	"S01011990"	"Blairgowrie West"	"Perth and Kinross"	"Tayside"	92	36	814	407	3	3	55	72	0	14	0	73	62	223	1	5	0
"5486"	"S01011991"	"Blairgowrie West"	"Perth and Kinross"	"Tayside"	76	53	699	439	12	9	90	139	47	17	0	71	92	101	1	3	0
"5487"	"S01011992"	"Blairgowrie West"	"Perth and Kinross"	"Tayside"	79	34	954	521	6	5	50	84	0	17	6	60	68	NA	2	5	0
"5488"	"S01011993"	"Blairgowrie West"	"Perth and Kinross"	"Tayside"	64	86	841	525	19	12	135	123	32	19	5	98	116	419	2	2	0
"5489"	"S01011994"	"Blairgowrie West"	"Perth and Kinross"	"Tayside"	91	27	801	320	5	3	50	92	0	17	10	54	27	NA	1	5	0
"5490"	"S01011995"	"Stanley and Murthly"	"Perth and Kinross"	"Tayside"	91	38	837	517	4	4	55	58	0	11	4	66	50	60	1	4	0
"5491"	"S01011996"	"Stanley and Murthly"	"Perth and Kinross"	"Tayside"	81	45	543	321	14	11	105	55	0	13	5	103	115	130	0	3	0
"5492"	"S01011997"	"Stanley and Murthly"	"Perth and Kinross"	"Tayside"	78	117	870	559	11	8	80	80	0	16	3	110	94	185	3	3	0
"5493"	"S01011998"	"Stanley and Murthly"	"Perth and Kinross"	"Tayside"	92	8	580	313	2	2	40	53	0	12	0	67	42	52	5	5	0
"5494"	"S01011999"	"Stanley and Murthly"	"Perth and Kinross"	"Tayside"	79	34	622	420	7	4	55	110	0	15	0	85	67	81	5	4	0
"5495"	"S01012000"	"Stanley and Murthly"	"Perth and Kinross"	"Tayside"	84	20	439	265	3	4	40	27	70	12	15	62	48	NA	1	5	0
"5496"	"S01012001"	"Stanley and Murthly"	"Perth and Kinross"	"Tayside"	91	29	655	391	9	5	65	72	49	14	0	91	77	61	0	4	0
"5497"	"S01012002"	"Luncarty and Dunkeld"	"Perth and Kinross"	"Tayside"	77	63	658	364	15	9	105	132	58	19	12	106	93	46	2	3	0
"5498"	"S01012003"	"Luncarty and Dunkeld"	"Perth and Kinross"	"Tayside"	83	75	525	321	8	7	80	73	110	15	6	71	93	134	1	4	0
"5499"	"S01012004"	"Luncarty and Dunkeld"	"Perth and Kinross"	"Tayside"	88	41	907	524	6	7	80	85	40	18	13	86	73	67	2	4	0
"5500"	"S01012005"	"Luncarty and Dunkeld"	"Perth and Kinross"	"Tayside"	90	11	878	584	4	4	55	71	66	11	8	62	64	NA	1	4	0
"5501"	"S01012006"	"Luncarty and Dunkeld"	"Perth and Kinross"	"Tayside"	90	19	1196	813	2	2	35	57	27	5	0	56	40	93	4	4	0
"5502"	"S01012007"	"Luncarty and Dunkeld"	"Perth and Kinross"	"Tayside"	92	71	756	423	8	6	65	82	0	22	7	73	52	40	3	4	0
"5503"	"S01012008"	"Luncarty and Dunkeld"	"Perth and Kinross"	"Tayside"	88	76	1063	689	8	8	70	81	56	14	10	76	73	114	3	3	0
"5504"	"S01012009"	"Pitlochry"	"Perth and Kinross"	"Tayside"	78	27	697	452	5	3	55	57	0	14	0	66	78	217	5	4	0
"5505"	"S01012010"	"Pitlochry"	"Perth and Kinross"	"Tayside"	90	77	1324	759	4	4	55	94	25	17	6	81	47	243	1	5	0
"5506"	"S01012011"	"Pitlochry"	"Perth and Kinross"	"Tayside"	86	21	1140	715	6	6	75	71	0	16	0	85	71	150	3	4	0
"5507"	"S01012012"	"Pitlochry"	"Perth and Kinross"	"Tayside"	84	79	665	351	6	5	50	57	129	16	0	66	62	61	3	4	0
"5508"	"S01012013"	"Rannoch and Aberfeldy"	"Perth and Kinross"	"Tayside"	78	34	775	440	6	6	55	50	0	17	0	75	53	104	3	3	0
"5509"	"S01012014"	"Rannoch and Aberfeldy"	"Perth and Kinross"	"Tayside"	77	108	815	497	9	8	75	104	152	17	5	101	93	210	2	4	0
"5510"	"S01012015"	"Rannoch and Aberfeldy"	"Perth and Kinross"	"Tayside"	85	70	978	570	5	6	55	68	0	11	14	71	63	123	1	4	0
"5511"	"S01012016"	"Rannoch and Aberfeldy"	"Perth and Kinross"	"Tayside"	80	32	770	471	4	5	55	74	0	13	0	76	64	170	3	4	0
"5512"	"S01012017"	"Rannoch and Aberfeldy"	"Perth and Kinross"	"Tayside"	84	24	537	341	6	4	40	49	0	9	0	57	54	NA	4	3	0
"5513"	"S01012018"	"Rannoch and Aberfeldy"	"Perth and Kinross"	"Tayside"	85	10	833	497	5	3	40	38	79	13	0	49	52	181	5	3	0
"5514"	"S01012019"	"Lochwinnoch"	"Renfrewshire"	"Greater Glasgow and Clyde"	92	57	838	523	5	5	85	68	100	13	0	81	40	167	2	4	0
"5515"	"S01012020"	"Lochwinnoch"	"Renfrewshire"	"Greater Glasgow and Clyde"	92	178	702	434	15	13	130	106	141	21	4	124	77	171	2	2	0
"5516"	"S01012021"	"Lochwinnoch"	"Renfrewshire"	"Greater Glasgow and Clyde"	95	25	524	351	10	10	75	42	0	16	10	85	74	134	0	3	0
"5517"	"S01012022"	"Lochwinnoch"	"Renfrewshire"	"Greater Glasgow and Clyde"	91	98	666	407	8	8	100	68	45	15	4	99	106	NA	1	3	0
"5518"	"S01012023"	"Renfrewshire Rural South and Howwood"	"Renfrewshire"	"Greater Glasgow and Clyde"	93	74	570	348	3	2	25	63	0	13	0	86	36	193	2	4	0
"5519"	"S01012024"	"Renfrewshire Rural South and Howwood"	"Renfrewshire"	"Greater Glasgow and Clyde"	91	32	889	564	4	4	65	57	33	15	7	67	54	45	0	4	0
"5520"	"S01012025"	"Renfrewshire Rural South and Howwood"	"Renfrewshire"	"Greater Glasgow and Clyde"	96	71	669	442	7	8	95	78	0	19	0	93	100	75	1	3	0
"5521"	"S01012026"	"Renfrewshire Rural South and Howwood"	"Renfrewshire"	"Greater Glasgow and Clyde"	93	8	648	431	1	1	10	30	0	9	5	83	36	108	0	5	1
"5522"	"S01012027"	"Renfrewshire Rural South and Howwood"	"Renfrewshire"	"Greater Glasgow and Clyde"	92	54	1063	584	3	4	40	185	0	19	9	110	66	443	1	4	1
"5523"	"S01012028"	"Renfrewshire Rural North and Langbank"	"Renfrewshire"	"Greater Glasgow and Clyde"	94	52	898	564	1	2	40	76	0	13	0	67	30	78	0	5	0
"5524"	"S01012029"	"Renfrewshire Rural North and Langbank"	"Renfrewshire"	"Greater Glasgow and Clyde"	86	101	1398	779	8	7	100	166	55	29	8	102	86	552	1	3	1
"5525"	"S01012030"	"Renfrewshire Rural North and Langbank"	"Renfrewshire"	"Greater Glasgow and Clyde"	88	24	963	637	3	3	45	53	36	10	10	104	67	395	2	4	0
"5526"	"S01012031"	"Renfrewshire Rural North and Langbank"	"Renfrewshire"	"Greater Glasgow and Clyde"	98	33	524	300	3	4	35	69	0	13	0	67	29	96	1	5	0
"5527"	"S01012032"	"Renfrewshire Rural North and Langbank"	"Renfrewshire"	"Greater Glasgow and Clyde"	87	25	345	211	3	3	50	75	0	10	0	74	35	116	1	4	0
"5528"	"S01012033"	"Kilbarchan"	"Renfrewshire"	"Greater Glasgow and Clyde"	93	89	800	494	8	8	105	94	0	21	4	107	81	38	1	3	1
"5529"	"S01012034"	"Kilbarchan"	"Renfrewshire"	"Greater Glasgow and Clyde"	86	46	837	523	11	9	95	111	0	15	10	96	96	48	2	3	1
"5530"	"S01012035"	"Kilbarchan"	"Renfrewshire"	"Greater Glasgow and Clyde"	90	33	899	559	7	6	70	76	0	16	11	90	58	134	2	4	1
"5531"	"S01012036"	"Kilbarchan"	"Renfrewshire"	"Greater Glasgow and Clyde"	92	70	825	504	5	5	55	53	0	18	5	94	45	158	1	5	1
"5532"	"S01012037"	"Johnstone South West"	"Renfrewshire"	"Greater Glasgow and Clyde"	78	139	1012	591	21	17	160	129	323	21	6	122	146	356	2	1	1
"5533"	"S01012038"	"Johnstone South West"	"Renfrewshire"	"Greater Glasgow and Clyde"	65	312	854	522	38	28	240	206	104	24	9	200	203	774	0	1	1
"5534"	"S01012039"	"Johnstone South West"	"Renfrewshire"	"Greater Glasgow and Clyde"	75	82	989	595	19	16	210	95	63	22	3	127	175	111	2	2	1
"5535"	"S01012040"	"Johnstone South West"	"Renfrewshire"	"Greater Glasgow and Clyde"	87	35	692	481	7	6	90	72	125	18	3	120	91	391	2	4	1
"5536"	"S01012041"	"Johnstone South West"	"Renfrewshire"	"Greater Glasgow and Clyde"	77	69	859	526	14	13	110	107	207	20	5	117	116	140	1	2	1
"5537"	"S01012042"	"Johnstone South West"	"Renfrewshire"	"Greater Glasgow and Clyde"	77	111	869	510	16	13	135	121	77	23	13	115	142	207	0	2	1
"5538"	"S01012043"	"Johnstone North West"	"Renfrewshire"	"Greater Glasgow and Clyde"	72	147	864	556	26	21	195	128	241	21	8	147	197	313	0	1	1
"5539"	"S01012044"	"Johnstone North West"	"Renfrewshire"	"Greater Glasgow and Clyde"	80	203	882	511	27	26	210	125	75	29	0	163	186	329	1	1	1
"5540"	"S01012045"	"Johnstone North West"	"Renfrewshire"	"Greater Glasgow and Clyde"	74	102	1055	737	24	20	160	101	160	20	2	123	142	674	3	1	1
"5541"	"S01012046"	"Johnstone North West"	"Renfrewshire"	"Greater Glasgow and Clyde"	73	246	665	411	28	24	200	138	229	25	6	148	164	783	0	1	1
"5542"	"S01012047"	"Johnstone North East"	"Renfrewshire"	"Greater Glasgow and Clyde"	78	241	867	520	27	25	190	126	848	26	8	159	161	786	2	1	1
"5543"	"S01012048"	"Johnstone North East"	"Renfrewshire"	"Greater Glasgow and Clyde"	74	288	763	421	25	20	180	174	239	27	3	185	151	748	0	1	1
"5544"	"S01012049"	"Johnstone North East"	"Renfrewshire"	"Greater Glasgow and Clyde"	86	173	658	435	17	12	115	117	89	22	7	121	99	365	5	2	1
"5545"	"S01012050"	"Johnstone North East"	"Renfrewshire"	"Greater Glasgow and Clyde"	88	136	980	690	8	9	110	108	53	17	6	95	89	123	1	3	1
"5546"	"S01012051"	"Johnstone North East"	"Renfrewshire"	"Greater Glasgow and Clyde"	88	75	478	295	14	12	135	113	135	21	0	126	57	293	0	2	1
"5547"	"S01012052"	"Johnstone South East"	"Renfrewshire"	"Greater Glasgow and Clyde"	78	96	827	500	13	15	120	97	35	22	0	111	112	303	1	2	1
"5548"	"S01012053"	"Johnstone South East"	"Renfrewshire"	"Greater Glasgow and Clyde"	81	227	818	506	16	16	115	101	72	24	12	109	158	478	2	2	1
"5549"	"S01012054"	"Johnstone South East"	"Renfrewshire"	"Greater Glasgow and Clyde"	83	248	757	534	32	28	210	165	91	21	13	135	173	635	1	1	1
"5550"	"S01012055"	"Johnstone South East"	"Renfrewshire"	"Greater Glasgow and Clyde"	81	210	852	522	17	18	155	106	73	26	0	110	149	294	1	2	1
"5551"	"S01012056"	"Johnstone South East"	"Renfrewshire"	"Greater Glasgow and Clyde"	89	40	810	498	7	8	105	118	87	21	12	131	63	136	1	4	1
"5552"	"S01012057"	"Elderslie and Phoenix"	"Renfrewshire"	"Greater Glasgow and Clyde"	94	29	798	506	2	3	65	127	0	18	12	94	52	50	1	4	1
"5553"	"S01012058"	"Elderslie and Phoenix"	"Renfrewshire"	"Greater Glasgow and Clyde"	91	91	698	437	4	5	70	79	0	16	6	95	63	201	0	4	1
"5554"	"S01012059"	"Elderslie and Phoenix"	"Renfrewshire"	"Greater Glasgow and Clyde"	77	174	856	514	17	16	160	106	75	23	9	116	151	257	1	2	1
"5555"	"S01012060"	"Elderslie and Phoenix"	"Renfrewshire"	"Greater Glasgow and Clyde"	80	115	817	490	19	17	165	98	214	22	3	143	137	233	1	2	1
"5556"	"S01012061"	"Elderslie and Phoenix"	"Renfrewshire"	"Greater Glasgow and Clyde"	86	104	955	590	9	10	100	92	0	16	7	100	81	262	1	3	1
"5557"	"S01012062"	"Elderslie and Phoenix"	"Renfrewshire"	"Greater Glasgow and Clyde"	90	88	909	622	4	4	95	94	0	15	9	122	79	518	1	4	1
"5558"	"S01012063"	"Paisley Ferguslie"	"Renfrewshire"	"Greater Glasgow and Clyde"	79	37	542	384	7	8	105	41	44	16	5	113	124	314	0	3	1
"5559"	"S01012064"	"Paisley Ferguslie"	"Renfrewshire"	"Greater Glasgow and Clyde"	72	297	625	413	37	29	270	184	165	24	7	217	207	337	2	1	1
"5560"	"S01012065"	"Paisley Ferguslie"	"Renfrewshire"	"Greater Glasgow and Clyde"	71	325	656	402	45	36	305	74	189	21	17	213	240	916	0	1	1
"5561"	"S01012066"	"Paisley Ferguslie"	"Renfrewshire"	"Greater Glasgow and Clyde"	71	230	811	572	29	19	185	159	261	20	2	149	202	617	3	1	1
"5562"	"S01012067"	"Paisley Ferguslie"	"Renfrewshire"	"Greater Glasgow and Clyde"	67	258	536	337	46	42	295	147	214	27	17	242	281	542	1	1	1
"5563"	"S01012068"	"Paisley Ferguslie"	"Renfrewshire"	"Greater Glasgow and Clyde"	64	529	499	337	51	47	365	229	706	27	31	294	300	1586	2	1	1
"5564"	"S01012069"	"Paisley Ferguslie"	"Renfrewshire"	"Greater Glasgow and Clyde"	72	175	450	329	33	34	250	174	583	29	13	192	213	3338	4	1	1
"5565"	"S01012070"	"Paisley North West"	"Renfrewshire"	"Greater Glasgow and Clyde"	68	715	707	487	35	34	220	182	303	24	12	195	170	1105	4	1	1
"5566"	"S01012071"	"Paisley North West"	"Renfrewshire"	"Greater Glasgow and Clyde"	73	417	1019	716	31	28	200	114	587	26	4	188	141	1327	7	1	1
"5567"	"S01012072"	"Paisley North West"	"Renfrewshire"	"Greater Glasgow and Clyde"	76	372	1112	801	30	30	195	136	495	23	11	184	161	829	3	1	1
"5568"	"S01012073"	"Paisley North West"	"Renfrewshire"	"Greater Glasgow and Clyde"	90	69	718	515	9	7	80	124	66	16	2	110	72	405	1	4	1
"5569"	"S01012074"	"Paisley West"	"Renfrewshire"	"Greater Glasgow and Clyde"	89	14	706	506	6	4	55	81	0	12	0	80	51	NA	1	5	1
"5570"	"S01012075"	"Paisley West"	"Renfrewshire"	"Greater Glasgow and Clyde"	91	20	698	532	5	5	55	57	0	16	12	79	55	72	1	4	1
"5571"	"S01012076"	"Paisley West"	"Renfrewshire"	"Greater Glasgow and Clyde"	90	75	687	476	8	8	125	589	0	19	9	126	80	131	1	3	1
"5572"	"S01012077"	"Paisley West"	"Renfrewshire"	"Greater Glasgow and Clyde"	77	141	732	493	23	20	150	107	72	24	22	147	145	452	2	1	1
"5573"	"S01012078"	"Paisley West"	"Renfrewshire"	"Greater Glasgow and Clyde"	81	105	1008	582	12	10	75	21	121	22	0	109	90	238	2	3	1
"5574"	"S01012079"	"Paisley West"	"Renfrewshire"	"Greater Glasgow and Clyde"	70	151	853	508	20	17	145	172	230	23	4	163	160	329	4	1	1
"5575"	"S01012080"	"Paisley West"	"Renfrewshire"	"Greater Glasgow and Clyde"	73	117	835	538	28	20	175	79	197	21	3	177	146	228	1	1	1
"5576"	"S01012081"	"Paisley Foxbar"	"Renfrewshire"	"Greater Glasgow and Clyde"	77	299	755	506	31	32	230	147	235	22	8	182	196	345	3	1	1
"5577"	"S01012082"	"Paisley Foxbar"	"Renfrewshire"	"Greater Glasgow and Clyde"	84	258	575	369	25	24	160	144	638	26	15	134	171	418	2	1	1
"5578"	"S01012083"	"Paisley Foxbar"	"Renfrewshire"	"Greater Glasgow and Clyde"	76	268	705	424	29	27	190	150	571	28	12	161	161	483	1	1	1
"5579"	"S01012084"	"Paisley Foxbar"	"Renfrewshire"	"Greater Glasgow and Clyde"	81	121	563	363	10	5	90	72	0	14	0	127	97	125	1	3	1
"5580"	"S01012085"	"Paisley Foxbar"	"Renfrewshire"	"Greater Glasgow and Clyde"	78	39	661	421	9	10	95	106	96	19	0	107	77	76	1	3	1
"5581"	"S01012086"	"Paisley Foxbar"	"Renfrewshire"	"Greater Glasgow and Clyde"	77	183	943	591	21	20	160	130	91	23	5	153	134	287	1	1	1
"5582"	"S01012087"	"Paisley Foxbar"	"Renfrewshire"	"Greater Glasgow and Clyde"	77	160	722	456	15	15	135	107	83	25	0	122	117	194	1	2	1
"5583"	"S01012088"	"Paisley South West"	"Renfrewshire"	"Greater Glasgow and Clyde"	88	98	729	504	6	7	60	136	188	14	5	107	71	343	3	3	1
"5584"	"S01012089"	"Paisley South West"	"Renfrewshire"	"Greater Glasgow and Clyde"	86	23	811	513	4	5	70	38	37	15	4	78	53	210	2	4	1
"5585"	"S01012090"	"Paisley South West"	"Renfrewshire"	"Greater Glasgow and Clyde"	91	29	868	524	1	4	45	57	0	13	0	62	53	92	0	5	1
"5586"	"S01012091"	"Paisley South West"	"Renfrewshire"	"Greater Glasgow and Clyde"	90	59	530	353	4	5	45	90	121	16	0	86	68	NA	2	4	1
"5587"	"S01012092"	"Paisley South West"	"Renfrewshire"	"Greater Glasgow and Clyde"	87	26	509	325	2	4	50	33	66	18	0	89	68	275	1	5	1
"5588"	"S01012093"	"Paisley South West"	"Renfrewshire"	"Greater Glasgow and Clyde"	88	162	527	342	3	3	60	64	0	17	0	82	72	171	2	5	1
"5589"	"S01012094"	"Paisley South West"	"Renfrewshire"	"Greater Glasgow and Clyde"	87	52	783	459	3	4	55	99	0	15	5	77	50	90	2	5	1
"5590"	"S01012095"	"Paisley Glenburn West"	"Renfrewshire"	"Greater Glasgow and Clyde"	82	298	1067	739	13	12	120	189	103	20	3	137	110	150	1	2	1
"5591"	"S01012096"	"Paisley Glenburn West"	"Renfrewshire"	"Greater Glasgow and Clyde"	70	194	816	491	20	19	160	121	234	25	3	162	155	258	1	1	1
"5592"	"S01012097"	"Paisley Glenburn West"	"Renfrewshire"	"Greater Glasgow and Clyde"	70	190	699	414	18	14	130	133	46	18	21	128	141	215	1	2	1
"5593"	"S01012098"	"Paisley Glenburn West"	"Renfrewshire"	"Greater Glasgow and Clyde"	81	113	609	378	18	14	125	93	104	22	9	148	152	132	2	2	1
"5594"	"S01012099"	"Paisley Glenburn West"	"Renfrewshire"	"Greater Glasgow and Clyde"	70	140	893	472	20	18	140	181	214	32	6	148	170	202	2	1	1
"5595"	"S01012100"	"Paisley Glenburn East"	"Renfrewshire"	"Greater Glasgow and Clyde"	80	203	1046	623	22	14	160	129	0	23	3	150	145	220	2	2	1
"5596"	"S01012101"	"Paisley Glenburn East"	"Renfrewshire"	"Greater Glasgow and Clyde"	88	61	753	481	4	3	60	75	89	18	8	72	56	120	0	5	1
"5597"	"S01012102"	"Paisley Glenburn East"	"Renfrewshire"	"Greater Glasgow and Clyde"	77	480	647	430	25	21	165	80	261	19	6	160	161	1037	2	1	1
"5598"	"S01012103"	"Paisley Glenburn East"	"Renfrewshire"	"Greater Glasgow and Clyde"	81	78	926	650	10	9	85	98	0	17	8	108	82	65	1	3	1
"5599"	"S01012104"	"Paisley South"	"Renfrewshire"	"Greater Glasgow and Clyde"	91	32	884	612	4	4	60	68	59	13	3	82	32	170	0	5	1
"5600"	"S01012105"	"Paisley South"	"Renfrewshire"	"Greater Glasgow and Clyde"	87	88	1127	723	6	6	65	66	55	15	0	87	51	196	0	4	1
"5601"	"S01012106"	"Paisley South"	"Renfrewshire"	"Greater Glasgow and Clyde"	92	17	1069	736	3	2	45	84	0	13	5	89	44	112	2	5	1
"5602"	"S01012107"	"Paisley South"	"Renfrewshire"	"Greater Glasgow and Clyde"	90	185	655	414	5	8	80	175	430	15	0	100	58	933	1	3	1
"5603"	"S01012108"	"Paisley South East"	"Renfrewshire"	"Greater Glasgow and Clyde"	79	246	899	474	26	22	170	109	43	30	0	153	141	223	7	1	1
"5604"	"S01012109"	"Paisley South East"	"Renfrewshire"	"Greater Glasgow and Clyde"	72	318	933	685	26	25	200	122	99	23	4	158	136	655	4	1	1
"5605"	"S01012110"	"Paisley South East"	"Renfrewshire"	"Greater Glasgow and Clyde"	72	243	809	500	16	18	140	112	78	24	6	121	141	421	4	2	1
"5606"	"S01012111"	"Paisley South East"	"Renfrewshire"	"Greater Glasgow and Clyde"	67	363	570	405	28	23	205	157	549	24	10	211	127	545	3	1	1
"5607"	"S01012112"	"Paisley South East"	"Renfrewshire"	"Greater Glasgow and Clyde"	92	181	755	423	12	13	120	86	137	20	9	117	109	93	1	3	1
"5608"	"S01012113"	"Paisley South East"	"Renfrewshire"	"Greater Glasgow and Clyde"	83	70	979	588	11	13	110	99	33	21	13	97	108	153	2	3	1
"5609"	"S01012114"	"Paisley South East"	"Renfrewshire"	"Greater Glasgow and Clyde"	89	10	931	615	3	3	50	65	0	11	0	65	51	118	1	5	1
"5610"	"S01012115"	"Paisley Dykebar"	"Renfrewshire"	"Greater Glasgow and Clyde"	81	94	529	299	12	9	115	88	0	18	0	105	161	76	2	3	1
"5611"	"S01012116"	"Paisley Dykebar"	"Renfrewshire"	"Greater Glasgow and Clyde"	82	133	579	336	12	13	110	72	110	21	0	111	150	277	2	2	1
"5612"	"S01012117"	"Paisley Dykebar"	"Renfrewshire"	"Greater Glasgow and Clyde"	89	22	1059	699	1	1	15	36	0	9	6	78	55	47	0	5	1
