"data_zone"	"intermediate_zone"	"council_area"	"health_board"	"pct_school_attend"	"alcohol"	"population"	"working_population"	"pct_income_deprived"	"pct_employment_deprived"	"illness"	"mortality"	"drugs"	"pct_depress"	"pct_low_bw"	"hosp_emerg"	"noquals"	"crime"	"pct_no_heating"	"simd_2016_quintile"	"urban"
"172"	"S01006677"	"Tillydrone"	"Aberdeen City"	"Grampian"	76	409	736	532	19	20	165	138	1048	20	2	174	153	639	2	1	1
"173"	"S01006678"	"Tillydrone"	"Aberdeen City"	"Grampian"	63	259	1572	1083	14	11	105	120	119	15	9	150	162	484	1	2	1
"174"	"S01006679"	"Tillydrone"	"Aberdeen City"	"Grampian"	79	179	657	458	3	3	45	139	0	15	0	96	87	91	2	5	1
"175"	"S01006680"	"Tillydrone"	"Aberdeen City"	"Grampian"	60	237	833	568	21	15	115	117	375	14	9	127	162	336	2	2	1
"176"	"S01006681"	"Woodside"	"Aberdeen City"	"Grampian"	68	147	834	498	14	11	110	154	277	26	2	103	119	708	3	2	1
"177"	"S01006682"	"Woodside"	"Aberdeen City"	"Grampian"	60	293	918	584	21	13	130	168	168	15	3	156	131	621	2	2	1
"178"	"S01006683"	"Woodside"	"Aberdeen City"	"Grampian"	63	196	926	674	20	13	125	100	68	15	4	127	123	476	2	2	1
"179"	"S01006684"	"Woodside"	"Aberdeen City"	"Grampian"	54	526	666	507	23	24	220	193	515	26	13	185	132	1127	3	1	1
"180"	"S01006685"	"Woodside"	"Aberdeen City"	"Grampian"	74	234	728	556	18	17	140	141	319	22	9	109	132	770	3	1	1
"181"	"S01006686"	"Hilton"	"Aberdeen City"	"Grampian"	78	107	662	453	13	9	100	114	148	16	2	120	123	272	1	3	1
"182"	"S01006687"	"Hilton"	"Aberdeen City"	"Grampian"	73	147	850	589	13	10	105	114	175	17	4	105	122	306	1	3	1
"183"	"S01006688"	"Hilton"	"Aberdeen City"	"Grampian"	83	59	957	542	8	5	70	101	0	18	0	99	75	230	0	4	1
"184"	"S01006689"	"Hilton"	"Aberdeen City"	"Grampian"	88	30	833	661	1	0	10	74	0	10	12	69	30	144	1	5	1
"185"	"S01006690"	"Hilton"	"Aberdeen City"	"Grampian"	69	95	598	417	7	7	80	83	115	18	0	85	79	285	1	4	1
"186"	"S01006691"	"Hilton"	"Aberdeen City"	"Grampian"	78	36	528	391	2	3	50	75	39	13	10	63	53	246	1	5	1
"187"	"S01006692"	"Hilton"	"Aberdeen City"	"Grampian"	77	38	770	528	6	5	50	77	35	14	0	81	69	169	1	5	1
"188"	"S01006693"	"Hilton"	"Aberdeen City"	"Grampian"	80	97	1036	754	8	5	65	86	42	14	7	89	66	367	2	4	1
"189"	"S01006694"	"Stockethill"	"Aberdeen City"	"Grampian"	80	279	848	419	17	15	130	111	675	27	7	139	151	201	2	2	1
"190"	"S01006695"	"Stockethill"	"Aberdeen City"	"Grampian"	84	241	730	438	7	10	85	83	124	20	3	115	106	439	1	3	1
"191"	"S01006696"	"Stockethill"	"Aberdeen City"	"Grampian"	83	134	831	534	14	10	110	79	131	19	7	118	113	518	1	2	1
"192"	"S01006697"	"Stockethill"	"Aberdeen City"	"Grampian"	78	255	934	608	12	11	100	98	201	20	3	124	121	471	1	2	1
"193"	"S01006698"	"Stockethill"	"Aberdeen City"	"Grampian"	76	213	756	496	19	15	155	111	335	23	7	143	140	477	2	2	1
"194"	"S01006699"	"Stockethill"	"Aberdeen City"	"Grampian"	82	143	485	323	5	2	30	123	51	14	8	100	89	103	1	4	1
"195"	"S01006700"	"Stockethill"	"Aberdeen City"	"Grampian"	81	98	853	553	11	11	90	92	132	18	5	117	87	258	1	2	1
"196"	"S01006701"	"Mastrick"	"Aberdeen City"	"Grampian"	79	160	715	488	22	11	120	123	145	22	2	148	144	294	0	2	1
"197"	"S01006702"	"Mastrick"	"Aberdeen City"	"Grampian"	76	62	787	486	8	6	85	71	37	16	3	97	137	127	0	4	1
"198"	"S01006703"	"Mastrick"	"Aberdeen City"	"Grampian"	69	87	676	448	14	10	115	116	338	17	6	157	134	992	1	2	1
"199"	"S01006704"	"Mastrick"	"Aberdeen City"	"Grampian"	80	237	590	394	21	19	175	89	309	23	10	170	157	458	0	1	1
"200"	"S01006705"	"Mastrick"	"Aberdeen City"	"Grampian"	68	77	734	470	15	13	115	74	126	22	8	101	141	477	1	2	1
"201"	"S01006706"	"Mastrick"	"Aberdeen City"	"Grampian"	77	324	645	436	10	9	120	124	422	20	3	153	125	264	3	2	1
"202"	"S01006707"	"Mastrick"	"Aberdeen City"	"Grampian"	74	343	682	453	23	16	160	96	996	20	4	170	164	792	1	1	1
"203"	"S01006708"	"Sheddocksley"	"Aberdeen City"	"Grampian"	83	121	798	465	11	10	130	84	0	18	15	140	95	213	1	3	1
"204"	"S01006709"	"Sheddocksley"	"Aberdeen City"	"Grampian"	77	148	901	564	12	10	95	132	62	19	10	116	130	167	1	2	1
"205"	"S01006710"	"Sheddocksley"	"Aberdeen City"	"Grampian"	90	124	859	497	10	8	110	120	123	18	0	127	116	151	1	3	1
"206"	"S01006711"	"Sheddocksley"	"Aberdeen City"	"Grampian"	82	188	924	579	18	22	175	96	167	26	16	122	127	347	1	1	1
"207"	"S01006712"	"Sheddocksley"	"Aberdeen City"	"Grampian"	86	82	530	317	7	8	95	83	0	17	5	89	138	113	0	3	1
"208"	"S01006713"	"Sheddocksley"	"Aberdeen City"	"Grampian"	70	153	962	638	12	8	95	122	31	20	3	123	156	281	1	2	1
"209"	"S01006714"	"Cummings Park"	"Aberdeen City"	"Grampian"	68	59	750	458	12	9	120	76	0	19	0	119	142	227	0	3	1
"210"	"S01006715"	"Cummings Park"	"Aberdeen City"	"Grampian"	66	208	629	388	19	10	125	92	226	17	6	142	171	446	0	2	1
"211"	"S01006716"	"Cummings Park"	"Aberdeen City"	"Grampian"	68	145	630	424	17	14	125	105	237	20	8	142	136	492	2	2	1
"212"	"S01006717"	"Cummings Park"	"Aberdeen City"	"Grampian"	74	128	984	594	15	9	120	131	187	21	8	146	142	437	1	2	1
"213"	"S01006718"	"Cummings Park"	"Aberdeen City"	"Grampian"	66	79	635	412	12	9	95	53	146	21	4	117	163	362	0	2	1
"214"	"S01006719"	"Northfield"	"Aberdeen City"	"Grampian"	73	201	902	589	13	10	125	116	390	19	3	154	136	433	1	2	1
"215"	"S01006720"	"Northfield"	"Aberdeen City"	"Grampian"	69	120	574	382	15	13	130	92	342	21	14	112	142	279	2	2	1
"216"	"S01006721"	"Northfield"	"Aberdeen City"	"Grampian"	72	240	995	645	16	12	135	94	176	17	9	140	142	664	1	2	1
"217"	"S01006722"	"Northfield"	"Aberdeen City"	"Grampian"	64	193	763	495	13	10	110	128	148	17	0	156	136	262	0	2	1
"218"	"S01006723"	"Northfield"	"Aberdeen City"	"Grampian"	71	58	640	430	13	12	125	104	187	18	5	122	126	235	1	2	1
"219"	"S01006724"	"Northfield"	"Aberdeen City"	"Grampian"	64	102	1013	656	25	16	165	96	298	20	5	166	186	1126	2	1	1
"220"	"S01006725"	"Northfield"	"Aberdeen City"	"Grampian"	74	131	660	445	14	14	145	116	227	23	9	154	156	1061	0	2	1
"221"	"S01006726"	"Heathryfold and Middlefield"	"Aberdeen City"	"Grampian"	64	257	1304	871	22	13	130	147	301	15	8	165	168	791	0	1	1
"222"	"S01006727"	"Heathryfold and Middlefield"	"Aberdeen City"	"Grampian"	62	275	1033	641	18	17	160	207	399	23	7	160	168	901	2	1	1
"223"	"S01006728"	"Heathryfold and Middlefield"	"Aberdeen City"	"Grampian"	71	93	792	500	11	8	95	112	145	18	3	103	134	379	1	2	1
"224"	"S01006729"	"Heathryfold and Middlefield"	"Aberdeen City"	"Grampian"	65	234	829	532	23	16	160	110	342	21	8	170	175	471	0	1	1
"225"	"S01006730"	"Heathryfold and Middlefield"	"Aberdeen City"	"Grampian"	73	177	784	523	9	7	95	79	242	13	3	135	139	281	2	2	1
"226"	"S01006731"	"Heathryfold and Middlefield"	"Aberdeen City"	"Grampian"	82	144	559	371	17	16	130	78	247	22	5	128	169	394	1	2	1
"227"	"S01006732"	"Kingswells"	"Aberdeen City"	"Grampian"	89	26	1154	766	6	2	30	106	0	11	8	62	56	199	2	4	0
"228"	"S01006733"	"Kingswells"	"Aberdeen City"	"Grampian"	96	21	967	640	1	0	20	60	0	11	10	69	23	NA	0	5	0
"229"	"S01006734"	"Kingswells"	"Aberdeen City"	"Grampian"	94	98	975	611	2	2	40	143	0	15	2	60	40	72	0	5	0
"230"	"S01006735"	"Kingswells"	"Aberdeen City"	"Grampian"	93	62	616	373	1	1	35	80	0	13	0	69	34	49	0	5	0
"231"	"S01006736"	"Kingswells"	"Aberdeen City"	"Grampian"	93	33	1162	778	2	1	30	97	0	9	4	71	25	112	0	5	0
"232"	"S01006737"	"Kingswells"	"Aberdeen City"	"Grampian"	91	55	774	491	1	3	45	81	0	13	0	70	44	NA	0	5	0
"233"	"S01006738"	"Bucksburn South"	"Aberdeen City"	"Grampian"	73	108	908	686	5	4	45	91	67	14	6	98	84	496	2	4	1
"234"	"S01006739"	"Bucksburn South"	"Aberdeen City"	"Grampian"	85	50	807	610	5	5	45	96	53	10	4	95	70	260	5	4	1
"235"	"S01006740"	"Bucksburn South"	"Aberdeen City"	"Grampian"	74	186	753	500	9	7	80	87	191	18	3	115	105	638	1	3	1
"236"	"S01006741"	"Bucksburn South"	"Aberdeen City"	"Grampian"	86	212	647	350	9	10	90	72	207	20	19	105	129	309	1	3	1
"237"	"S01006742"	"Bucksburn South"	"Aberdeen City"	"Grampian"	86	220	451	247	9	8	75	89	69	18	0	88	101	200	0	3	1
"238"	"S01006743"	"Bucksburn North"	"Aberdeen City"	"Grampian"	76	64	642	427	4	3	55	75	181	15	9	85	74	234	1	4	1
"239"	"S01006744"	"Bucksburn North"	"Aberdeen City"	"Grampian"	77	35	619	442	7	5	75	70	197	16	0	76	91	226	2	4	1
"240"	"S01006745"	"Bucksburn North"	"Aberdeen City"	"Grampian"	77	133	838	539	15	8	95	110	101	20	3	119	121	466	1	3	1
"241"	"S01006746"	"Bucksburn North"	"Aberdeen City"	"Grampian"	77	42	840	489	10	8	105	101	108	20	10	97	94	203	0	3	1
"242"	"S01006747"	"Bucksburn North"	"Aberdeen City"	"Grampian"	90	53	810	459	3	3	40	58	0	17	8	74	61	161	1	5	1
"243"	"S01006748"	"Bucksburn North"	"Aberdeen City"	"Grampian"	91	39	1156	709	3	2	40	67	28	13	0	70	46	303	0	5	1
"244"	"S01006749"	"Dyce"	"Aberdeen City"	"Grampian"	78	95	903	588	7	7	80	90	63	22	2	104	102	66	2	4	1
"245"	"S01006750"	"Dyce"	"Aberdeen City"	"Grampian"	85	112	681	392	9	7	90	147	0	22	15	86	112	456	2	3	1
"246"	"S01006751"	"Dyce"	"Aberdeen City"	"Grampian"	84	121	520	317	7	6	105	102	120	20	5	102	102	115	1	3	1
"247"	"S01006752"	"Dyce"	"Aberdeen City"	"Grampian"	85	40	732	420	8	6	70	113	0	18	15	113	118	328	1	3	1
"248"	"S01006753"	"Dyce"	"Aberdeen City"	"Grampian"	89	45	903	517	2	2	50	59	140	15	7	73	60	199	0	5	1
"249"	"S01006754"	"Dyce"	"Aberdeen City"	"Grampian"	97	15	849	479	3	2	40	63	0	15	0	61	54	141	1	5	1
"250"	"S01006755"	"Dyce"	"Aberdeen City"	"Grampian"	83	13	818	537	6	3	55	114	61	11	3	80	41	281	2	4	1
"251"	"S01006756"	"Danestone"	"Aberdeen City"	"Grampian"	86	14	738	543	2	1	35	195	0	12	15	55	30	163	0	5	1
"252"	"S01006757"	"Danestone"	"Aberdeen City"	"Grampian"	92	55	914	598	3	2	55	168	0	19	7	59	60	33	2	5	1
"253"	"S01006758"	"Danestone"	"Aberdeen City"	"Grampian"	92	31	678	486	2	2	30	71	0	13	0	54	44	74	1	5	1
"254"	"S01006759"	"Danestone"	"Aberdeen City"	"Grampian"	86	0	593	379	2	1	40	81	0	13	4	59	49	101	0	5	1
"255"	"S01006760"	"Danestone"	"Aberdeen City"	"Grampian"	83	19	474	344	1	1	35	46	0	14	5	72	49	84	1	5	1
"256"	"S01006761"	"Danestone"	"Aberdeen City"	"Grampian"	93	12	681	442	2	2	25	44	0	16	5	65	64	132	4	5	1
"257"	"S01006762"	"Oldmachar West"	"Aberdeen City"	"Grampian"	91	59	909	503	5	4	80	93	0	18	4	88	68	143	1	4	1
"258"	"S01006763"	"Oldmachar West"	"Aberdeen City"	"Grampian"	88	12	847	638	1	1	10	107	0	14	2	77	39	106	1	5	1
"259"	"S01006764"	"Oldmachar West"	"Aberdeen City"	"Grampian"	87	47	774	598	2	2	30	66	0	12	3	81	47	39	2	5	1
"260"	"S01006765"	"Oldmachar West"	"Aberdeen City"	"Grampian"	80	48	556	425	2	2	45	91	0	13	4	83	56	NA	5	5	1
"261"	"S01006766"	"Oldmachar West"	"Aberdeen City"	"Grampian"	80	61	587	447	2	3	25	66	89	15	8	69	27	NA	3	5	1
"262"	"S01006767"	"Oldmachar West"	"Aberdeen City"	"Grampian"	89	34	678	445	4	4	50	67	228	14	4	71	79	NA	0	5	1
"263"	"S01006768"	"Oldmachar East"	"Aberdeen City"	"Grampian"	90	22	593	425	2	2	35	42	0	12	3	53	38	NA	0	5	1
"264"	"S01006769"	"Oldmachar East"	"Aberdeen City"	"Grampian"	91	57	979	625	5	5	75	65	86	17	6	77	89	61	1	4	1
"265"	"S01006770"	"Oldmachar East"	"Aberdeen City"	"Grampian"	88	68	619	382	2	4	35	39	58	11	8	68	61	49	0	5	1
"266"	"S01006771"	"Oldmachar East"	"Aberdeen City"	"Grampian"	89	93	450	326	3	2	30	88	0	9	0	71	49	NA	0	5	1
"267"	"S01006772"	"Oldmachar East"	"Aberdeen City"	"Grampian"	84	71	852	584	2	2	30	61	0	13	4	66	74	59	2	5	1
"268"	"S01006773"	"Oldmachar East"	"Aberdeen City"	"Grampian"	86	11	890	574	3	1	45	120	35	16	4	88	58	101	1	5	1
"269"	"S01006774"	"Oldmachar East"	"Aberdeen City"	"Grampian"	89	69	631	457	2	2	25	59	0	12	0	53	59	63	0	5	1
"270"	"S01006775"	"Balgownie and Donmouth West"	"Aberdeen City"	"Grampian"	79	28	654	460	7	6	70	77	74	17	0	70	83	107	2	4	1
"271"	"S01006776"	"Balgownie and Donmouth West"	"Aberdeen City"	"Grampian"	85	46	511	288	10	6	95	107	202	20	0	102	107	NA	0	3	1
"272"	"S01006777"	"Balgownie and Donmouth West"	"Aberdeen City"	"Grampian"	91	26	663	399	2	2	45	58	0	12	8	86	54	106	0	5	1
"273"	"S01006778"	"Balgownie and Donmouth West"	"Aberdeen City"	"Grampian"	92	63	610	386	4	5	60	115	0	18	4	94	71	180	3	4	1
"274"	"S01006779"	"Balgownie and Donmouth West"	"Aberdeen City"	"Grampian"	84	191	597	385	12	10	95	115	51	20	0	116	136	436	3	2	1
"275"	"S01006780"	"Balgownie and Donmouth West"	"Aberdeen City"	"Grampian"	85	24	585	366	4	4	50	91	0	14	4	77	66	103	2	5	1
"276"	"S01006781"	"Balgownie and Donmouth East"	"Aberdeen City"	"Grampian"	91	56	700	433	2	3	45	65	50	15	0	71	63	43	1	5	1
"277"	"S01006782"	"Balgownie and Donmouth East"	"Aberdeen City"	"Grampian"	90	6	827	585	4	2	45	86	0	14	7	72	62	617	2	5	1
"278"	"S01006783"	"Balgownie and Donmouth East"	"Aberdeen City"	"Grampian"	89	109	651	352	5	7	55	77	54	17	3	79	69	292	1	4	1
"279"	"S01006784"	"Balgownie and Donmouth East"	"Aberdeen City"	"Grampian"	92	85	625	430	3	3	35	83	0	12	0	64	41	128	4	5	1
"280"	"S01006785"	"Denmore"	"Aberdeen City"	"Grampian"	91	24	608	411	1	1	25	41	0	11	0	60	49	NA	0	5	1
"281"	"S01006786"	"Denmore"	"Aberdeen City"	"Grampian"	90	17	826	564	2	2	35	86	0	12	6	72	53	158	0	5	1
"282"	"S01006787"	"Denmore"	"Aberdeen City"	"Grampian"	81	27	639	379	3	3	45	64	0	17	4	83	81	94	1	5	1
"283"	"S01006788"	"Denmore"	"Aberdeen City"	"Grampian"	89	17	871	612	5	7	90	115	0	17	7	110	74	126	2	4	1
"284"	"S01006789"	"East Cairngorms"	"Aberdeenshire"	"Grampian"	83	63	615	348	4	5	45	89	0	12	0	67	73	179	3	5	0
"285"	"S01006790"	"East Cairngorms"	"Aberdeenshire"	"Grampian"	84	69	884	456	6	5	45	74	0	13	8	59	69	147	3	4	0
"286"	"S01006791"	"East Cairngorms"	"Aberdeenshire"	"Grampian"	75	8	556	341	6	6	45	83	0	12	0	55	75	306	5	3	0
"287"	"S01006792"	"East Cairngorms"	"Aberdeenshire"	"Grampian"	80	17	512	312	4	3	45	63	0	10	7	48	53	137	4	4	0
"288"	"S01006793"	"East Cairngorms"	"Aberdeenshire"	"Grampian"	95	8	597	373	3	2	25	80	0	11	8	42	80	84	2	5	0
"289"	"S01006794"	"Aboyne and South Deeside"	"Aberdeenshire"	"Grampian"	83	24	531	306	9	10	55	81	0	25	13	76	76	132	3	3	0
"290"	"S01006795"	"Aboyne and South Deeside"	"Aberdeenshire"	"Grampian"	90	31	811	469	6	4	45	99	0	15	6	63	47	222	2	5	0
"291"	"S01006796"	"Aboyne and South Deeside"	"Aberdeenshire"	"Grampian"	86	23	740	433	3	3	25	56	0	14	0	61	47	54	0	5	0
"292"	"S01006797"	"Aboyne and South Deeside"	"Aberdeenshire"	"Grampian"	93	14	645	416	3	2	25	69	0	14	11	63	37	47	2	4	0
"293"	"S01006798"	"Aboyne and South Deeside"	"Aberdeenshire"	"Grampian"	89	29	614	376	3	3	35	55	169	11	0	65	44	114	6	4	0
"294"	"S01006799"	"Aboyne and South Deeside"	"Aberdeenshire"	"Grampian"	83	33	908	524	6	4	60	86	37	22	15	69	59	110	1	4	0
"295"	"S01006800"	"Aboyne and South Deeside"	"Aberdeenshire"	"Grampian"	89	11	840	530	2	2	20	95	0	10	0	48	40	NA	1	5	0
"296"	"S01006801"	"Mearns and Laurencekirk"	"Aberdeenshire"	"Grampian"	94	15	980	529	3	2	45	159	0	17	0	57	58	163	2	5	0
"297"	"S01006802"	"Mearns and Laurencekirk"	"Aberdeenshire"	"Grampian"	88	6	740	462	8	4	45	88	41	13	3	69	71	81	5	4	0
"298"	"S01006803"	"Mearns and Laurencekirk"	"Aberdeenshire"	"Grampian"	90	14	650	399	8	6	60	103	46	17	0	67	90	92	1	4	0
"299"	"S01006804"	"Mearns and Laurencekirk"	"Aberdeenshire"	"Grampian"	86	26	804	481	4	4	50	55	0	10	9	64	76	37	0	5	0
"300"	"S01006805"	"Mearns and Laurencekirk"	"Aberdeenshire"	"Grampian"	84	21	1158	767	6	4	50	60	0	13	8	58	62	346	2	4	0
"301"	"S01006806"	"Mearns South and Benholm"	"Aberdeenshire"	"Grampian"	92	22	1030	656	4	4	60	90	0	12	7	64	69	29	4	4	0
"302"	"S01006807"	"Mearns South and Benholm"	"Aberdeenshire"	"Grampian"	81	0	580	374	6	5	65	87	0	15	4	55	62	121	2	3	0
"303"	"S01006808"	"Mearns South and Benholm"	"Aberdeenshire"	"Grampian"	90	0	645	393	4	2	35	77	50	11	5	65	48	NA	4	4	0
"304"	"S01006809"	"Mearns South and Benholm"	"Aberdeenshire"	"Grampian"	89	59	830	470	9	7	70	96	0	14	7	68	79	301	2	3	0
"305"	"S01006810"	"Mearns South and Benholm"	"Aberdeenshire"	"Grampian"	85	47	885	558	9	5	60	99	0	13	0	73	75	90	2	3	0
"306"	"S01006811"	"Mearns North and Inverbervie"	"Aberdeenshire"	"Grampian"	91	48	1122	720	4	2	30	50	0	10	3	69	53	134	3	4	0
"307"	"S01006812"	"Mearns North and Inverbervie"	"Aberdeenshire"	"Grampian"	90	6	884	583	5	4	50	59	0	9	3	69	77	124	3	4	0
"308"	"S01006813"	"Mearns North and Inverbervie"	"Aberdeenshire"	"Grampian"	88	49	792	515	9	4	50	77	0	12	5	65	95	114	7	4	0
"309"	"S01006814"	"Mearns North and Inverbervie"	"Aberdeenshire"	"Grampian"	92	35	816	540	2	2	25	41	0	10	0	43	46	123	1	5	0
"310"	"S01006815"	"Mearns North and Inverbervie"	"Aberdeenshire"	"Grampian"	86	49	609	353	9	7	75	89	0	15	4	92	129	164	2	3	0
"311"	"S01006816"	"Mearns North and Inverbervie"	"Aberdeenshire"	"Grampian"	89	136	780	472	5	5	65	99	0	16	4	75	70	115	1	4	0
"312"	"S01006817"	"Mearns North and Inverbervie"	"Aberdeenshire"	"Grampian"	92	28	700	481	5	3	55	127	37	13	0	67	78	200	4	4	0
"313"	"S01006818"	"Fetteresso, Netherley and Catter"	"Aberdeenshire"	"Grampian"	92	24	760	510	3	2	35	70	0	11	3	68	49	39	2	4	0
"314"	"S01006819"	"Fetteresso, Netherley and Catter"	"Aberdeenshire"	"Grampian"	96	5	873	590	2	1	30	70	0	9	0	59	43	241	3	4	0
"315"	"S01006820"	"Fetteresso, Netherley and Catter"	"Aberdeenshire"	"Grampian"	92	20	426	272	1	1	25	71	0	11	19	54	31	NA	1	5	0
"316"	"S01006821"	"Fetteresso, Netherley and Catter"	"Aberdeenshire"	"Grampian"	91	17	1083	751	1	1	15	57	0	9	0	60	27	129	2	4	0
"317"	"S01006822"	"Fetteresso, Netherley and Catter"	"Aberdeenshire"	"Grampian"	94	45	758	526	2	1	20	81	41	12	0	64	45	106	4	4	0
"318"	"S01006823"	"Stonehaven South"	"Aberdeenshire"	"Grampian"	94	74	747	447	3	3	35	128	0	15	9	65	36	NA	3	5	1
"319"	"S01006824"	"Stonehaven South"	"Aberdeenshire"	"Grampian"	84	112	814	530	13	12	95	80	32	18	3	82	129	160	0	3	1
"320"	"S01006825"	"Stonehaven South"	"Aberdeenshire"	"Grampian"	88	53	778	479	4	3	40	74	40	14	3	69	88	206	0	5	1
"321"	"S01006826"	"Stonehaven South"	"Aberdeenshire"	"Grampian"	91	53	986	604	4	5	50	107	0	17	6	60	49	41	0	5	1
"322"	"S01006827"	"Stonehaven South"	"Aberdeenshire"	"Grampian"	88	72	896	552	8	8	65	110	98	16	5	70	84	246	1	4	1
"323"	"S01006828"	"Stonehaven South"	"Aberdeenshire"	"Grampian"	88	95	876	590	5	7	55	88	0	17	5	68	50	194	2	4	1
"324"	"S01006829"	"Stonehaven South"	"Aberdeenshire"	"Grampian"	94	0	419	272	1	1	35	17	0	8	6	51	23	72	0	5	1
"325"	"S01006830"	"Stonehaven North"	"Aberdeenshire"	"Grampian"	91	61	780	486	4	5	45	101	0	16	0	82	84	141	1	4	1
"326"	"S01006831"	"Stonehaven North"	"Aberdeenshire"	"Grampian"	93	48	530	319	2	2	35	66	0	13	40	65	48	76	1	5	1
"327"	"S01006832"	"Stonehaven North"	"Aberdeenshire"	"Grampian"	93	47	1023	625	5	3	50	82	0	13	3	61	38	225	0	5	1
"328"	"S01006833"	"Stonehaven North"	"Aberdeenshire"	"Grampian"	96	21	489	275	2	0	35	81	80	14	13	56	24	205	1	5	1
"329"	"S01006834"	"Stonehaven North"	"Aberdeenshire"	"Grampian"	93	40	515	370	2	2	25	143	0	10	5	72	41	NA	2	5	1
"330"	"S01006835"	"Stonehaven North"	"Aberdeenshire"	"Grampian"	82	205	797	461	7	6	75	95	0	19	7	89	69	628	2	4	1
"331"	"S01006836"	"Stonehaven North"	"Aberdeenshire"	"Grampian"	93	45	569	378	2	2	40	85	240	11	4	80	44	53	1	5	1
"332"	"S01006837"	"Stonehaven North"	"Aberdeenshire"	"Grampian"	85	72	580	366	5	4	45	100	47	14	9	71	54	138	1	5	1
"333"	"S01006838"	"Stonehaven North"	"Aberdeenshire"	"Grampian"	94	15	633	421	5	3	40	58	0	14	4	75	53	47	1	5	1
"334"	"S01006839"	"Newtonhill"	"Aberdeenshire"	"Grampian"	85	23	968	608	3	4	50	97	0	16	3	73	57	41	1	4	0
"335"	"S01006840"	"Newtonhill"	"Aberdeenshire"	"Grampian"	91	13	1164	694	1	1	15	46	0	13	8	59	30	60	0	5	0
"336"	"S01006841"	"Newtonhill"	"Aberdeenshire"	"Grampian"	93	11	910	631	2	2	40	64	0	14	8	65	53	NA	0	5	0
"337"	"S01006842"	"Portlethen"	"Aberdeenshire"	"Grampian"	90	23	774	512	2	2	50	63	0	16	7	63	44	220	0	5	0
"338"	"S01006843"	"Portlethen"	"Aberdeenshire"	"Grampian"	92	11	835	591	1	1	30	50	0	16	17	65	72	NA	0	5	0
"339"	"S01006844"	"Portlethen"	"Aberdeenshire"	"Grampian"	90	26	629	464	2	3	40	59	0	16	0	71	54	NA	4	5	0
"340"	"S01006845"	"Portlethen"	"Aberdeenshire"	"Grampian"	88	29	940	683	2	2	35	54	0	16	0	75	53	32	0	5	0
"341"	"S01006846"	"Portlethen"	"Aberdeenshire"	"Grampian"	86	48	540	376	4	4	55	115	0	18	5	106	65	NA	1	4	0
"342"	"S01006847"	"Portlethen"	"Aberdeenshire"	"Grampian"	91	21	720	465	3	3	65	136	0	18	0	60	59	292	1	5	0
"343"	"S01006848"	"Banchory-Devenick and Findon"	"Aberdeenshire"	"Grampian"	88	7	1476	1014	4	4	55	85	0	10	2	66	68	224	1	4	0
"344"	"S01006849"	"Banchory-Devenick and Findon"	"Aberdeenshire"	"Grampian"	88	4	1641	1070	1	0	5	35	41	9	4	77	55	61	1	5	0
"345"	"S01006850"	"Banchory-Devenick and Findon"	"Aberdeenshire"	"Grampian"	84	60	933	656	6	5	65	73	27	18	10	100	84	214	1	3	0
"346"	"S01006851"	"Banchory-Devenick and Findon"	"Aberdeenshire"	"Grampian"	87	6	790	507	9	8	85	115	39	19	10	94	82	215	2	4	0
"347"	"S01006852"	"Banchory-Devenick and Findon"	"Aberdeenshire"	"Grampian"	86	37	605	389	1	2	35	64	0	13	0	61	54	NA	1	5	0
"348"	"S01006853"	"Dunecht, Durris and Drumoak"	"Aberdeenshire"	"Grampian"	95	0	970	640	2	1	20	35	31	8	5	56	29	155	3	4	0
"349"	"S01006854"	"Dunecht, Durris and Drumoak"	"Aberdeenshire"	"Grampian"	90	26	861	536	5	3	45	99	0	13	0	84	57	35	1	4	0
"350"	"S01006855"	"Dunecht, Durris and Drumoak"	"Aberdeenshire"	"Grampian"	95	0	776	484	1	2	25	109	0	10	6	56	48	77	3	4	0
"351"	"S01006856"	"Dunecht, Durris and Drumoak"	"Aberdeenshire"	"Grampian"	92	13	714	466	2	1	20	89	0	9	5	58	48	42	4	5	0
"352"	"S01006857"	"Dunecht, Durris and Drumoak"	"Aberdeenshire"	"Grampian"	92	21	1110	690	2	1	20	87	0	11	4	73	57	72	5	4	0
"353"	"S01006858"	"Dunecht, Durris and Drumoak"	"Aberdeenshire"	"Grampian"	91	7	658	412	1	3	30	65	0	9	11	49	48	NA	3	4	0
"354"	"S01006859"	"Banchory East"	"Aberdeenshire"	"Grampian"	94	61	1047	674	1	1	25	41	0	10	10	58	25	48	1	5	0
"355"	"S01006860"	"Banchory East"	"Aberdeenshire"	"Grampian"	81	136	557	325	11	7	85	74	59	19	0	89	100	108	1	3	0
"356"	"S01006861"	"Banchory East"	"Aberdeenshire"	"Grampian"	93	0	641	401	2	1	35	0	0	10	10	33	19	47	0	5	0
"357"	"S01006862"	"Banchory East"	"Aberdeenshire"	"Grampian"	90	53	716	410	4	3	45	63	0	14	13	86	59	70	0	5	0
"358"	"S01006863"	"Banchory East"	"Aberdeenshire"	"Grampian"	90	7	667	397	3	2	35	50	0	15	12	68	60	135	1	5	0
"359"	"S01006864"	"Banchory East"	"Aberdeenshire"	"Grampian"	88	0	536	362	2	2	25	30	0	16	0	79	56	93	0	5	0
